geoid,name,hh,low_class,middle_class,upper_class,year
36061,"New York County, New York",739167,0.285445805637662,0.3410876294773213,0.3734665648850167,2000
36063,"Niagara County, New York",87877,0.2988883750995116,0.4732945771162441,0.22781704778424428,2000
36065,"Oneida County, New York",90507,0.3185482736962928,0.48358899766489083,0.19786272863881638,2000
36067,"Onondaga County, New York",181369,0.2852657864471805,0.4457966289755654,0.26893758457725414,2000
36069,"Ontario County, New York",38392,0.22342319095767962,0.4983003243064711,0.2782764847358493,2000
36071,"Orange County, New York",114809,0.19956794870967023,0.4302438594176333,0.37018819187269647,2000
36073,"Orleans County, New York",15350,0.26870806026199257,0.5413005954084447,0.18999134432956277,2000
36075,"Oswego County, New York",45525,0.305804905053594,0.49203333011880096,0.202161764827605,2000
36077,"Otsego County, New York",23279,0.3328294144352204,0.496720213305093,0.17045037225968662,2000
36079,"Putnam County, New York",32742,0.10381392164851927,0.3445357602785885,0.5516503180728922,2000
36081,"Queens County, New York",782646,0.2672088203408666,0.4457876190098354,0.28700356064929794,2000
36083,"Rensselaer County, New York",59830,0.2545777485555032,0.4743078972422967,0.2711143542022001,2000
36085,"Richmond County, New York",156416,0.20696965204662868,0.3911138948137157,0.4019164531396556,2000
36087,"Rockland County, New York",92744,0.1516418632284892,0.33364777844463167,0.5147103583268792,2000
36089,"St. Lawrence County, New York",40527,0.35700541670149505,0.4870032263086584,0.1559913569898465,2000
36091,"Saratoga County, New York",78226,0.19029099126229848,0.47899538018393656,0.3307136285537649,2000
36093,"Schenectady County, New York",59732,0.26677429005689346,0.46150140645847504,0.2717243034846315,2000
36095,"Schoharie County, New York",12011,0.291315120907414,0.5172016757874518,0.19148320330513413,2000
36097,"Schuyler County, New York",7375,0.295672111865957,0.5335796389550415,0.17074824917900155,2000
36099,"Seneca County, New York",12619,0.28849483593935155,0.5092071526400151,0.2022980114206333,2000
36101,"Steuben County, New York",39093,0.31849535904029136,0.4915368511267365,0.18996778983297213,2000
36103,"Suffolk County, New York",469535,0.14013896634400544,0.3712147862075931,0.48864624744840146,2000
36105,"Sullivan County, New York",27681,0.31645474458799777,0.4616743521507402,0.22187090326126208,2000
36107,"Tioga County, New York",19779,0.25571152703013184,0.5202723261922848,0.2240161467775834,2000
36109,"Tompkins County, New York",36464,0.3248903349290515,0.4380251899690877,0.23708447510186081,2000
36111,"Ulster County, New York",67501,0.2594299081418776,0.4699945398797958,0.2705755519783266,2000
36113,"Warren County, New York",25729,0.26997666544130194,0.5110843607704267,0.21893897378827132,2000
36115,"Washington County, New York",22442,0.2761512929877338,0.5296031395580608,0.1942455674542054,2000
36117,"Wayne County, New York",34970,0.23764386540023183,0.4962352007660924,0.26612093383367574,2000
36119,"Westchester County, New York",337486,0.18314436847061125,0.33340424437974636,0.4834513871496424,2000
36121,"Wyoming County, New York",14877,0.259763669578718,0.5547856489744666,0.18545068144681542,2000
36123,"Yates County, New York",9056,0.30979128445396537,0.5187361349546165,0.17147258059141812,2000
36001,"Albany County, New York",122674,0.2715828991086699,0.43098106592742397,0.2974360349639061,2012
36003,"Allegany County, New York",18843,0.37936451684514644,0.4804294644107097,0.1402060187441438,2012
36005,"Bronx County, New York",473281,0.4750622012637529,0.38667573124629745,0.13826206748994968,2012
36007,"Broome County, New York",80223,0.35561046233070376,0.4503804694064571,0.1940090682628392,2012
36009,"Cattaraugus County, New York",32419,0.37201500626552536,0.4943311273282039,0.1336538664062707,2012
36011,"Cayuga County, New York",31427,0.3138678109593418,0.4931488070996124,0.1929833819410458,2012
36013,"Chautauqua County, New York",54950,0.39503015495975907,0.4573828409938309,0.14758700404641006,2012
36015,"Chemung County, New York",35452,0.3622862483363707,0.44387467697197447,0.19383907469165484,2012
36017,"Chenango County, New York",19779,0.35787721240771553,0.48850623868728527,0.1536165489049992,2012
36019,"Clinton County, New York",31820,0.3249842213080615,0.4652168311260345,0.209798947565904,2012
36021,"Columbia County, New York",25476,0.2662036424877733,0.4541768100764647,0.279619547435762,2012
36023,"Cortland County, New York",17809,0.32407506202549136,0.48823005325562124,0.18769488471888746,2012
36025,"Delaware County, New York",19920,0.3717606534143641,0.48281994894688657,0.1454193976387494,2012
36027,"Dutchess County, New York",107734,0.21659344520254273,0.41311958788249037,0.3702869669149669,2012
36029,"Erie County, New York",379980,0.3357306069641541,0.4374949878139784,0.22677440522186748,2012
36031,"Essex County, New York",16198,0.3181344403513141,0.5034017479853113,0.17846381166337455,2012
36033,"Franklin County, New York",19170,0.3679336992182478,0.4613993116315048,0.17066698915024736,2012
36035,"Fulton County, New York",22511,0.3535379909562118,0.48372932155390885,0.1627326874898794,2012
36037,"Genesee County, New York",23962,0.30024834965428254,0.5019079766387853,0.19784367370693223,2012
36039,"Greene County, New York",18411,0.339546682712176,0.46965474904062804,0.19079856824719593,2012
36041,"Hamilton County, New York",2134,0.28350255520225404,0.49684179779674237,0.21965564700100354,2012
36043,"Herkimer County, New York",26775,0.3658741154068694,0.4794329129280406,0.15469297166509,2012
36045,"Jefferson County, New York",45162,0.33630340015564963,0.49615650501324104,0.16754009483110932,2012
36047,"Kings County, New York",911995,0.3769898943509082,0.3961435854599334,0.22686652018915837,2012
36049,"Lewis County, New York",10657,0.33452927351121897,0.5113754232800732,0.1540953032087078,2012
36051,"Livingston County, New York",24127,0.28509444187484523,0.4998820144393661,0.2150235436857887,2012
36053,"Madison County, New York",26613,0.28187200139471946,0.5108595294097907,0.2072684691954898,2012
36055,"Monroe County, New York",294726,0.31063828211149125,0.44673306450407846,0.2426286533844303,2012
36057,"Montgomery County, New York",19898,0.3744571267671204,0.4572330174213697,0.16830985581150992,2012
36059,"Nassau County, New York",442869,0.14993327734260772,0.32633763559562723,0.523729087061765,2012
36061,"New York County, New York",738131,0.2881579143488277,0.3120957194738659,0.39974636617730636,2012
36063,"Niagara County, New York",88542,0.34058685026610813,0.4573003590648005,0.20211279066909138,2012
36065,"Oneida County, New York",91500,0.3386083049186329,0.4551132567832644,0.20627843829810266,2012
36067,"Onondaga County, New York",185036,0.3087798113346047,0.4345230066112545,0.25669718205414077,2012
36069,"Ontario County, New York",43822,0.26889758814804626,0.4747115833170101,0.2563908285349437,2012
36071,"Orange County, New York",125180,0.22193740511310897,0.40133266152259917,0.37672993336429184,2012
36073,"Orleans County, New York",15871,0.3063881849670439,0.5114700539187309,0.1821417611142252,2012
36075,"Oswego County, New York",45753,0.3374079401554318,0.4795661692270034,0.18302589061756486,2012
36077,"Otsego County, New York",24541,0.350284164480598,0.47278015128221834,0.1769356842371836,2012
36079,"Putnam County, New York",35088,0.14829752749698935,0.33810126853867206,0.5136012039643386,2012
36081,"Queens County, New York",776311,0.2858541081768077,0.436656483474834,0.27748940834835834,2012
36083,"Rensselaer County, New York",63952,0.27229295316539287,0.4442413262664648,0.2834657205681424,2012
36085,"Richmond County, New York",163675,0.22985620314688895,0.38536524092459845,0.3847785559285126,2012
36087,"Rockland County, New York",98401,0.189517421483925,0.34312950707232015,0.4673530714437548,2012
36089,"St. Lawrence County, New York",42076,0.3750340423241453,0.46086855092904433,0.1640974067468104,2012
36091,"Saratoga County, New York",87952,0.21125195468480323,0.44895585209695604,0.33979219321824067,2012
36093,"Schenectady County, New York",58263,0.2866406124579031,0.4592110419061827,0.2541483456359142,2012
36095,"Schoharie County, New York",12627,0.30004470321598503,0.48702001639519227,0.21293528038882276,2012
36097,"Schuyler County, New York",7570,0.31974368692275384,0.5006991473835247,0.17955716569372138,2012
36099,"Seneca County, New York",13400,0.3313454134335204,0.484275765616502,0.1843788209499776,2012
36101,"Steuben County, New York",41268,0.3419055556854406,0.4765443724872604,0.18155007182729893,2012
36103,"Suffolk County, New York",496349,0.15637336262102255,0.36957277302763447,0.474053864351343,2012
36105,"Sullivan County, New York",29664,0.340139154153821,0.46338320480334305,0.19647764104283594,2012
36107,"Tioga County, New York",20320,0.2779941669296954,0.5000615597881803,0.22194427328212418,2012
36109,"Tompkins County, New York",38545,0.3274980156964392,0.4249816686323692,0.2475203156711916,2012
36111,"Ulster County, New York",70274,0.26843079313887186,0.448402019625988,0.2831671872351401,2012
36113,"Warren County, New York",28515,0.2901641806249549,0.47868965161790716,0.23114616775713798,2012
36115,"Washington County, New York",24590,0.3010878324529703,0.522143722267488,0.17676844527954172,2012
36117,"Wayne County, New York",36646,0.27768368401530596,0.5107631563824435,0.21155315960225052,2012
36119,"Westchester County, New York",344875,0.2065439477713388,0.34346606513417477,0.44998998709448645,2012
36121,"Wyoming County, New York",15633,0.304812960513586,0.5095719732513108,0.18561506623510327,2012
36123,"Yates County, New York",9531,0.3324974034106316,0.5001067375761964,0.167395859013172,2012
36001,"Albany County, New York",125376,0.2734016116907685,0.4231086598669511,0.3034897284422804,2017
36003,"Allegany County, New York",18124,0.3592737656601507,0.5086980903111612,0.13202814402868812,2017
36005,"Bronx County, New York",495356,0.47509945721511254,0.3791365378591029,0.1457640049257845,2017
36007,"Broome County, New York",78821,0.3578168832607937,0.4472984962642081,0.19488462047499816,2017
36009,"Cattaraugus County, New York",31723,0.3789215445812384,0.4612972823488234,0.15978117306993822,2017
36011,"Cayuga County, New York",31428,0.3079988486839347,0.47385706014949824,0.21814409116656708,2017
36013,"Chautauqua County, New York",52983,0.39242662792347494,0.4614431791395349,0.14613019293699014,2017
36015,"Chemung County, New York",34664,0.3380978854617223,0.4555096159526842,0.20639249858559355,2017
36017,"Chenango County, New York",20373,0.35871080702047997,0.476226998121817,0.16506219485770302,2017
36019,"Clinton County, New York",31680,0.3325562333346589,0.46615095043832855,0.20129281622701256,2017
36021,"Columbia County, New York",25470,0.28188731221175634,0.4475263144160736,0.27058637337217006,2017
36023,"Cortland County, New York",17925,0.311007277965215,0.4884936204296396,0.2004991016051454,2017
36025,"Delaware County, New York",19098,0.3797188315333532,0.4537298325961684,0.16655133587047843,2017
36027,"Dutchess County, New York",107384,0.22107585881042377,0.40217765566835917,0.37674648552121703,2017
36029,"Erie County, New York",386371,0.3301065491213523,0.42814430324698693,0.24174914763166078,2017
36031,"Essex County, New York",15257,0.29606563934065233,0.4932926660188409,0.21064169464050675,2017
36033,"Franklin County, New York",18956,0.35380814408201244,0.47076097513896153,0.17543088077902602,2017
36035,"Fulton County, New York",22535,0.3569951368776116,0.4541789718777986,0.18882589124458976,2017
36037,"Genesee County, New York",23951,0.3041730492266754,0.4861777760133446,0.20964917475997996,2017
36039,"Greene County, New York",17106,0.3227821875259386,0.4511247941561853,0.22609301831787604,2017
36041,"Hamilton County, New York",1095,0.3135659406406968,0.49984443236209414,0.1865896269972091,2017
36043,"Herkimer County, New York",25187,0.3424914725863451,0.48984951460221254,0.1676590128114424,2017
36045,"Jefferson County, New York",43206,0.3174107765555101,0.5000709155724168,0.18251830787207313,2017
36047,"Kings County, New York",944650,0.35671992365536837,0.3730375984690271,0.27024247787560446,2017
36049,"Lewis County, New York",10236,0.320294694139851,0.4794246298288548,0.20028067603129418,2017
36051,"Livingston County, New York",24432,0.3129178559279061,0.4712401476724889,0.215841996399605,2017
36053,"Madison County, New York",26307,0.28908657163995705,0.4653640687527623,0.24554935960728058,2017
36055,"Monroe County, New York",300496,0.31399129176413154,0.4354582479172282,0.25055046031864026,2017
36057,"Montgomery County, New York",19700,0.376391411676223,0.44838425780819463,0.17522433051558234,2017
36059,"Nassau County, New York",444136,0.1502657048855653,0.3126787583594827,0.5370555367549519,2017
36061,"New York County, New York",758345,0.2784661641516492,0.290289602304765,0.4312442335435857,2017
36063,"Niagara County, New York",87978,0.3367504113382556,0.4492606432528234,0.21398894540892105,2017
36065,"Oneida County, New York",90472,0.3465426978879492,0.4532671597119816,0.20019014240006916,2017
36067,"Onondaga County, New York",185840,0.3042376735697734,0.4364995563718366,0.25926277005839005,2017
36069,"Ontario County, New York",44269,0.26354238419557047,0.4575404105936541,0.2789172052107755,2017
36071,"Orange County, New York",126460,0.23260933473130405,0.3874418625044954,0.3799488027642005,2017
36073,"Orleans County, New York",16214,0.34274655040192437,0.49321734999664435,0.16403609960143128,2017
36075,"Oswego County, New York",45881,0.324319365865278,0.47759053159551157,0.19809010253921044,2017
36077,"Otsego County, New York",23627,0.32761710530441535,0.4680799892929536,0.20430290540263107,2017
36079,"Putnam County, New York",34316,0.1501154829008879,0.34235433839886736,0.5075301787002446,2017
36081,"Queens County, New York",777904,0.2805011633425626,0.4252145741403346,0.2942842625171028,2017
36083,"Rensselaer County, New York",64456,0.27100960052240214,0.4401627216650718,0.2888276778125261,2017
36085,"Richmond County, New York",166150,0.2533272891070264,0.3552258790876752,0.3914468318052984,2017
36087,"Rockland County, New York",99935,0.21012396965603292,0.33156757726252145,0.4583084530814457,2017
36089,"St. Lawrence County, New York",41638,0.3717936635635698,0.4624330774479565,0.16577325898847373,2017
36091,"Saratoga County, New York",93129,0.19353068729700487,0.4274007199978933,0.37906859270510185,2017
36093,"Schenectady County, New York",53825,0.2839431804004797,0.4405370369472731,0.2755197826522472,2017
36095,"Schoharie County, New York",12539,0.32900145598687913,0.47374389804900274,0.19725464596411812,2017
36097,"Schuyler County, New York",7444,0.3495137058046634,0.47684667118751006,0.1736396230078266,2017
36099,"Seneca County, New York",13536,0.32117226335854476,0.4835056973299019,0.19532203931155334,2017
36101,"Steuben County, New York",40351,0.3439131515293463,0.46886525691023095,0.18722159156042273,2017
36103,"Suffolk County, New York",489328,0.17385335874252048,0.3528823567597169,0.4732642844977626,2017
36105,"Sullivan County, New York",27679,0.3281501701051316,0.44949113155216547,0.22235869834270294,2017
36107,"Tioga County, New York",19996,0.3180668707755556,0.43309057412662644,0.24884255509781794,2017
36109,"Tompkins County, New York",38986,0.3329515766441716,0.41279534313492566,0.2542530802209028,2017
36111,"Ulster County, New York",69662,0.2916317315737326,0.42154110873207745,0.28682715969418987,2017
36113,"Warren County, New York",27249,0.27766376248048097,0.46740802671244486,0.2549282108070742,2017
36115,"Washington County, New York",23988,0.3101137315667563,0.4941878613433867,0.19569840708985692,2017
36117,"Wayne County, New York",36578,0.30540327708074355,0.4918109952010441,0.20278572771821235,2017
36119,"Westchester County, New York",345885,0.21006856777187466,0.31950726393795703,0.4704241682901683,2017
36121,"Wyoming County, New York",15686,0.29685724675637987,0.5237079984650188,0.17943475477860127,2017
36123,"Yates County, New York",9338,0.3389361811539254,0.43868886613950236,0.22237495270657232,2017
