Plant Type,lat,lon,geometry
Bramble,37.5916455098,-77.3325915958,POINT (-77.3325915958 37.5916455098)
Bramble,40.7388496389,-86.0714492778,POINT (-86.0714492778 40.7388496389)
Bramble,42.9214860369,-83.7062176475,POINT (-83.7062176475 42.9214860369)
Bramble,39.3219048056,-76.6339015833,POINT (-76.6339015833 39.3219048056)
Bramble,41.2045045797,-75.9090698982,POINT (-75.9090698982 41.2045045797)
Box Elder,42.9423098671,-85.6584810491,POINT (-85.6584810491 42.9423098671)
Box Elder,53.256872471,34.3839946442,POINT (34.3839946442 53.256872471)
Box Elder,44.4130392071,-72.9947935617,POINT (-72.99479356170001 44.4130392071)
Box Elder,54.3607236713,56.1657159403,POINT (56.1657159403 54.3607236713)
Box Elder,44.4132378186,-72.9957474489,POINT (-72.9957474489 44.4132378186)
Box Elder,48.6392936706,44.8774070739,POINT (44.8774070739 48.6392936706)
Box Elder,57.98624803,56.24635302,POINT (56.24635302 57.98624803)
Box Elder,58.0466922222,38.8647876667,POINT (38.8647876667 58.0466922222)
Box Elder,49.8976740488,-97.1148480847,POINT (-97.1148480847 49.8976740488)
Box Elder,46.24286048,-63.12718765,POINT (-63.12718765 46.24286048)
Box Elder,39.52216418,-84.73143414,POINT (-84.73143414 39.52216418)
Box Elder,45.4810171345,-73.581409393,POINT (-73.581409393 45.4810171345)
Box Elder,42.3614595497,-88.8440419555,POINT (-88.8440419555 42.3614595497)
Box Elder,40.7319555301,-111.8476341292,POINT (-111.8476341292 40.7319555301)
Box Elder,38.1,-87.54,POINT (-87.54000000000001 38.1)
Box Elder,40.5242153693,-75.0631703057,POINT (-75.0631703057 40.5242153693)
Box Elder,40.5423189467,-79.9061909226,POINT (-79.9061909226 40.5423189467)
Box Elder,50.6481869374,-104.8680180142,POINT (-104.8680180142 50.6481869374)
Box Elder,43.106758579,-77.5124979416,POINT (-77.5124979416 43.106758579)
Box Elder,36.69817481,-99.14502735,POINT (-99.14502735000001 36.69817481)
Box Elder,43.4702771902,-80.5193743297,POINT (-80.5193743297 43.4702771902)
Box Elder,40.2392466001,-111.4561513105,POINT (-111.4561513105 40.2392466001)
Box Elder,42.5795954238,-76.2176260401,POINT (-76.2176260401 42.5795954238)
Box Elder,45.5092847058,-73.5745135546,POINT (-73.5745135546 45.5092847058)
Box Elder,45.5087381418,-73.5756829175,POINT (-73.5756829175 45.5087381418)
Box Elder,52.28061333,104.25865333,POINT (104.25865333 52.28061333)
Box Elder,51.9198183333,35.0091383333,POINT (35.0091383333 51.9198183333)
Box Elder,44.5489366667,-93.1585416667,POINT (-93.1585416667 44.5489366667)
Box Elder,43.2094489844,-79.9505534023,POINT (-79.9505534023 43.2094489844)
Box Elder,41.6087438713,-88.1810951605,POINT (-88.18109516050001 41.6087438713)
Box Elder,39.4656956708,-77.805301007,POINT (-77.805301007 39.4656956708)
Box Elder,39.6086216667,-86.2366783333,POINT (-86.23667833330001 39.6086216667)
Box Elder,45.6651653818,9.2959755287,POINT (9.2959755287 45.6651653818)
Box Elder,39.1397215847,-84.5183285816,POINT (-84.5183285816 39.1397215847)
Box Elder,53.26060546,26.44741734,POINT (26.44741734 53.26060546)
Box Elder,43.08043746,-88.04599274,POINT (-88.04599274 43.08043746)
Box Elder,48.4149418598,-89.2630261605,POINT (-89.2630261605 48.4149418598)
Box Elder,53.3646166402,34.0187260792,POINT (34.0187260792 53.3646166402)
Box Elder,58.0618133333,38.2390212778,POINT (38.2390212778 58.0618133333)
Box Elder,41.55744654,-75.7740504527,POINT (-75.7740504527 41.55744654)
Box Elder,35.71117423,-88.82445437,POINT (-88.82445437 35.71117423)
Box Elder,58.0652618333,38.2490119722,POINT (38.2490119722 58.0652618333)
Box Elder,44.26418,4.34667,POINT (4.34667 44.26418)
Box Elder,39.6673785556,-105.2565257778,POINT (-105.2565257778 39.6673785556)
Box Elder,54.2051279147,37.6184913889,POINT (37.6184913889 54.2051279147)
Box Elder,55.9001189722,37.67166,POINT (37.67166 55.9001189722)
Box Elder,45.4380987125,-73.7169621885,POINT (-73.71696218850001 45.4380987125)
Box Elder,33.16176117,-96.61721167,POINT (-96.61721167 33.16176117)
Box Elder,43.1703424756,-88.0880010501,POINT (-88.0880010501 43.1703424756)
Box Elder,38.81168667,-90.01226112,POINT (-90.01226112000001 38.81168667)
Box Elder,37.2083891742,-80.1034601872,POINT (-80.1034601872 37.2083891742)
Box Elder,45.5122053794,-73.5794657841,POINT (-73.57946578409999 45.5122053794)
Box Elder,39.9854294925,-83.2483789141,POINT (-83.2483789141 39.9854294925)
Box Elder,44.9890441895,-93.3006711053,POINT (-93.3006711053 44.9890441895)
Box Elder,41.557844789,-75.7766585148,POINT (-75.7766585148 41.557844789)
Box Elder,43.034911375,-81.2784378056,POINT (-81.27843780560001 43.034911375)
Box Elder,55.899295,37.6768169722,POINT (37.6768169722 55.899295)
Box Elder,55.7087246,37.5465254,POINT (37.5465254 55.7087246)
Box Elder,53.580556,49.946611,POINT (49.946611 53.580556)
Box Elder,51.7081860127,39.1907937638,POINT (39.1907937638 51.7081860127)
Box Elder,46.86512,-96.45382,POINT (-96.45381999999999 46.86512)
Box Elder,46.86610833,-96.45365333,POINT (-96.45365332999999 46.86610833)
Box Elder,51.0530827778,-114.1342819444,POINT (-114.1342819444 51.0530827778)
Box Elder,41.0187940705,-73.8741743942,POINT (-73.8741743942 41.0187940705)
Box Elder,40.81960028,-83.90857559,POINT (-83.90857559 40.81960028)
Box Elder,35.9150628091,-79.0449179035,POINT (-79.04491790349999 35.9150628091)
Box Elder,43.4233397,-87.9556782,POINT (-87.95567819999999 43.4233397)
Box Elder,42.3429428554,-83.5073473771,POINT (-83.5073473771 42.3429428554)
Box Elder,42.4188450538,-71.1343311892,POINT (-71.1343311892 42.4188450538)
Box Elder,43.6993882305,-79.4777268916,POINT (-79.4777268916 43.6993882305)
Box Elder,36.0761208739,-86.8867785205,POINT (-86.8867785205 36.0761208739)
Box Elder,38.6914106364,-89.9959113796,POINT (-89.9959113796 38.6914106364)
Box Elder,40.7726771,-74.5924813,POINT (-74.5924813 40.7726771)
Box Elder,40.7774553705,-74.5922687532,POINT (-74.5922687532 40.7774553705)
Box Elder,55.1362202667,60.1392033333,POINT (60.1392033333 55.1362202667)
Box Elder,35.6873461688,-80.4455824218,POINT (-80.4455824218 35.6873461688)
Box Elder,43.9654785835,-79.2394045087,POINT (-79.23940450870001 43.9654785835)
Box Elder,33.2004937899,-97.1413257559,POINT (-97.1413257559 33.2004937899)
Box Elder,38.9521982801,-77.1118600388,POINT (-77.1118600388 38.9521982801)
Box Elder,56.8073302913,39.6538952126,POINT (39.6538952126 56.8073302913)
Box Elder,56.8039855784,39.6519118085,POINT (39.6519118085 56.8039855784)
Box Elder,41.9999157312,-87.7840212733,POINT (-87.7840212733 41.9999157312)
Box Elder,45.6948696944,9.0473699444,POINT (9.0473699444 45.6948696944)
Box Elder,43.0341428536,-89.3779859493,POINT (-89.3779859493 43.0341428536)
Box Elder,50.3799616124,33.4341707328,POINT (33.4341707328 50.3799616124)
Box Elder,55.9260888472,37.8301278806,POINT (37.8301278806 55.9260888472)
Box Elder,35.9560457464,-83.868612151,POINT (-83.86861215099999 35.9560457464)
Box Elder,55.9284404167,37.8249080639,POINT (37.8249080639 55.9284404167)
Box Elder,41.3191287413,-81.4804017091,POINT (-81.48040170909999 41.3191287413)
Box Elder,44.1482744,-88.2897426,POINT (-88.2897426 44.1482744)
Box Elder,46.1470342532,-60.1691447816,POINT (-60.1691447816 46.1470342532)
Box Elder,45.6909714829,9.046330601,POINT (9.046330600999999 45.6909714829)
Box Elder,45.6908205829,9.0463947546,POINT (9.0463947546 45.6908205829)
Box Elder,55.171770383,61.3393792445,POINT (61.3393792445 55.171770383)
Box Elder,43.2476829369,-80.0062485459,POINT (-80.00624854589999 43.2476829369)
Box Elder,39.9431889722,-86.1387409722,POINT (-86.1387409722 39.9431889722)
Box Elder,32.77930833,-96.82440833,POINT (-96.82440833 32.77930833)
Box Elder,37.1923980713,-80.3211135864,POINT (-80.3211135864 37.1923980713)
Box Elder,32.85106994,-96.72905544,POINT (-96.72905544 32.85106994)
Box Elder,39.8110624231,-75.4820036382,POINT (-75.4820036382 39.8110624231)
Box Elder,40.3,-74.88,POINT (-74.88 40.3)
Box Elder,40.5238278878,-74.492717664,POINT (-74.492717664 40.5238278878)
Box Elder,43.26148405,-88.06434339,POINT (-88.06434339 43.26148405)
Box Elder,33.162525,-96.61881333,POINT (-96.61881332999999 33.162525)
Box Elder,33.0382361523,-96.6674627911,POINT (-96.66746279109999 33.0382361523)
Box Elder,55.6774731867,37.5689080614,POINT (37.5689080614 55.6774731867)
Box Elder,39.0428992268,-77.2940025648,POINT (-77.2940025648 39.0428992268)
Box Elder,33.1874324601,-96.6461752638,POINT (-96.6461752638 33.1874324601)
Box Elder,33.186518723,-96.6455364315,POINT (-96.64553643150001 33.186518723)
Box Elder,33.1867976672,-96.6455153013,POINT (-96.64551530129999 33.1867976672)
Box Elder,42.9912850354,-76.1570402329,POINT (-76.1570402329 42.9912850354)
Box Elder,42.9889398627,-76.1588895322,POINT (-76.15888953220001 42.9889398627)
Box Elder,42.1130726397,-88.4883940315,POINT (-88.48839403149999 42.1130726397)
Box Elder,42.8928716393,-85.4727547841,POINT (-85.4727547841 42.8928716393)
Box Elder,33.25558833,-96.52058667,POINT (-96.52058667 33.25558833)
Box Elder,32.5879419549,-97.101623118,POINT (-97.10162311800001 32.5879419549)
Box Elder,33.1974217837,-96.6613929881,POINT (-96.6613929881 33.1974217837)
Box Elder,42.2511995044,-83.6290671782,POINT (-83.6290671782 42.2511995044)
Box Elder,35.4822259166,-81.0094503653,POINT (-81.0094503653 35.4822259166)
Box Elder,43.0104971448,-76.1103301378,POINT (-76.11033013780001 43.0104971448)
Box Elder,29.8821796107,-97.9353208181,POINT (-97.9353208181 29.8821796107)
Box Elder,42.1761402162,-83.6488292926,POINT (-83.6488292926 42.1761402162)
Box Elder,39.1664306,-86.5307564,POINT (-86.5307564 39.1664306)
Box Elder,55.8813562813,37.6945769414,POINT (37.6945769414 55.8813562813)
Box Elder,58.5251986748,31.2810469698,POINT (31.2810469698 58.5251986748)
Box Elder,52.2724896968,104.2985250056,POINT (104.2985250056 52.2724896968)
Box Elder,42.9660138889,-77.4141083333,POINT (-77.41410833330001 42.9660138889)
Box Elder,32.3301779383,-96.6539133115,POINT (-96.65391331150001 32.3301779383)
Box Elder,32.7880933369,-97.1010707506,POINT (-97.1010707506 32.7880933369)
Box Elder,33.25586667,-97.05210833,POINT (-97.05210833 33.25586667)
Box Elder,33.25883833,-97.06179717,POINT (-97.06179717000001 33.25883833)
Box Elder,42.4512882869,-76.4735403493,POINT (-76.4735403493 42.4512882869)
Box Elder,45.6045962387,-62.6361134406,POINT (-62.6361134406 45.6045962387)
Box Elder,40.4045099541,-111.6048150502,POINT (-111.6048150502 40.4045099541)
Box Elder,51.45713949,-112.69000085,POINT (-112.69000085 51.45713949)
Box Elder,55.384624512,86.1063802242,POINT (86.1063802242 55.384624512)
Box Elder,33.16194799,-96.61725607,POINT (-96.61725607 33.16194799)
Box Elder,33.163555,-96.62033833,POINT (-96.62033833 33.163555)
Box Elder,40.6398249335,-75.379890176,POINT (-75.379890176 40.6398249335)
Box Elder,39.0726366687,-84.4554526428,POINT (-84.4554526428 39.0726366687)
Box Elder,56.8058991627,39.5713500496,POINT (39.5713500496 56.8058991627)
Box Elder,40.8148605,-77.8322611,POINT (-77.8322611 40.8148605)
Box Elder,56.8050585954,39.5703644006,POINT (39.5703644006 56.8050585954)
Box Elder,40.2707997269,-82.4639170288,POINT (-82.4639170288 40.2707997269)
Box Elder,33.1623555556,-96.6170222222,POINT (-96.61702222220001 33.1623555556)
Box Elder,32.8490706766,-97.4871950225,POINT (-97.4871950225 32.8490706766)
Box Elder,56.803263,39.570122,POINT (39.570122 56.803263)
Box Elder,43.5291442778,-80.5337829444,POINT (-80.5337829444 43.5291442778)
Box Elder,42.1505780099,-83.3454094269,POINT (-83.34540942690001 42.1505780099)
Box Elder,38.4765886423,-90.8242020943,POINT (-90.82420209430001 38.4765886423)
Box Elder,39.9743002514,-82.0606529341,POINT (-82.06065293410001 39.9743002514)
Box Elder,54.6930678836,55.8392723277,POINT (55.8392723277 54.6930678836)
Box Elder,39.0694094709,-77.1094940362,POINT (-77.1094940362 39.0694094709)
Box Elder,39.2507077716,-76.8459105039,POINT (-76.8459105039 39.2507077716)
Box Elder,41.35623667,-81.59674167,POINT (-81.59674167 41.35623667)
Box Elder,32.985096979,-96.6279620212,POINT (-96.62796202120001 32.985096979)
Box Elder,42.449808768,-76.4748091624,POINT (-76.47480916240001 42.449808768)
Box Elder,46.8661447619,-96.7798952713,POINT (-96.77989527130001 46.8661447619)
Box Elder,35.3696678819,-80.7121714007,POINT (-80.7121714007 35.3696678819)
Box Elder,40.6305407695,-75.1407042934,POINT (-75.14070429340001 40.6305407695)
Box Elder,46.8667633333,-96.4510633333,POINT (-96.4510633333 46.8667633333)
Box Elder,52.4922083333,13.3247533333,POINT (13.3247533333 52.4922083333)
Box Elder,34.9082825845,-82.2820412926,POINT (-82.2820412926 34.9082825845)
Box Elder,46.86678667,-96.45206333,POINT (-96.45206333 46.86678667)
Box Elder,38.9425158408,-77.1855722675,POINT (-77.18557226750001 38.9425158408)
Box Elder,38.7687984637,-77.5985827559,POINT (-77.5985827559 38.7687984637)
Box Elder,32.9862935111,-96.6283986552,POINT (-96.6283986552 32.9862935111)
Box Elder,32.9850997607,-96.6278772784,POINT (-96.62787727840001 32.9850997607)
Box Elder,52.2159255389,104.3323427167,POINT (104.3323427167 52.2159255389)
Box Elder,52.4432133291,13.2408216553,POINT (13.2408216553 52.4432133291)
Box Elder,40.3613333211,-74.9457275785,POINT (-74.9457275785 40.3613333211)
Box Elder,42.1903388889,-88.02085,POINT (-88.02085 42.1903388889)
Box Elder,39.69109667,-84.02934167,POINT (-84.02934166999999 39.69109667)
Box Elder,37.3053963614,-78.4190235893,POINT (-78.4190235893 37.3053963614)
Box Elder,33.1996868536,-96.6621919158,POINT (-96.66219191579999 33.1996868536)
Box Elder,32.7910327865,-97.1184159257,POINT (-97.11841592570001 32.7910327865)
Box Elder,41.9293639359,-87.6389098004,POINT (-87.6389098004 41.9293639359)
Box Elder,36.0732578,-78.8633528,POINT (-78.8633528 36.0732578)
Box Elder,41.9570614266,-86.3071172654,POINT (-86.3071172654 41.9570614266)
Box Elder,43.2618714798,-79.8506282796,POINT (-79.8506282796 43.2618714798)
Box Elder,31.0034852737,-96.7611570331,POINT (-96.76115703310001 31.0034852737)
Box Elder,43.1390566093,-80.7660099301,POINT (-80.7660099301 43.1390566093)
Box Elder,44.3587738448,-78.1973123627,POINT (-78.1973123627 44.3587738448)
Box Elder,44.8369167154,-93.3702144089,POINT (-93.3702144089 44.8369167154)
Box Elder,37.599995,-89.18158667,POINT (-89.18158667 37.599995)
Box Elder,40.407713796,-74.9829037395,POINT (-74.9829037395 40.407713796)
Box Elder,41.3820772665,-75.6544671022,POINT (-75.6544671022 41.3820772665)
Box Elder,39.7309,-84.127725,POINT (-84.127725 39.7309)
Box Elder,46.4718800683,-86.9959259033,POINT (-86.99592590330001 46.4718800683)
Box Elder,49.98525,36.37994,POINT (36.37994 49.98525)
Box Elder,49.9846726869,36.3834557016,POINT (36.3834557016 49.9846726869)
Box Elder,55.6297569722,37.5238719722,POINT (37.5238719722 55.6297569722)
Box Elder,45.4698004,-73.2867073,POINT (-73.2867073 45.4698004)
Box Elder,37.2091533847,-80.4906253411,POINT (-80.4906253411 37.2091533847)
Box Elder,34.14959717,-118.5011,POINT (-118.5011 34.14959717)
Box Elder,56.3114083707,43.8491710648,POINT (43.8491710648 56.3114083707)
Box Elder,40.8140582359,-81.5852772352,POINT (-81.5852772352 40.8140582359)
Box Elder,46.3424995638,-64.5291299745,POINT (-64.52912997449999 46.3424995638)
Box Elder,42.3262245833,-76.813907,POINT (-76.813907 42.3262245833)
Box Elder,45.41881667,-75.66713667,POINT (-75.66713667 45.41881667)
Box Elder,55.8244444444,37.4611111111,POINT (37.4611111111 55.8244444444)
Box Elder,37.4742131285,-122.2233360679,POINT (-122.2233360679 37.4742131285)
Box Elder,53.7270146919,87.0905215304,POINT (87.0905215304 53.7270146919)
Box Elder,42.12292783,-98.0289695,POINT (-98.0289695 42.12292783)
Box Elder,33.26391667,-97.06095,POINT (-97.06095000000001 33.26391667)
Box Elder,56.2075380833,42.7879307778,POINT (42.7879307778 56.2075380833)
Box Elder,41.4477472147,-72.7027440257,POINT (-72.7027440257 41.4477472147)
Box Elder,36.1405799722,-82.416076,POINT (-82.416076 36.1405799722)
Box Elder,42.540803589,-73.3339653724,POINT (-73.3339653724 42.540803589)
Box Elder,40.6134006565,-79.1648613829,POINT (-79.1648613829 40.6134006565)
Box Elder,38.86894667,-77.62637,POINT (-77.62636999999999 38.86894667)
Box Elder,52.27205,104.29862167,POINT (104.29862167 52.27205)
Box Elder,40.2656607531,-111.6222659204,POINT (-111.6222659204 40.2656607531)
Box Elder,40.0845595258,-80.880055502,POINT (-80.880055502 40.0845595258)
Box Elder,37.131422,-94.4411012,POINT (-94.44110120000001 37.131422)
Box Elder,40.3227484,-75.4130165,POINT (-75.4130165 40.3227484)
Box Elder,44.9528545172,-93.3367911258,POINT (-93.3367911258 44.9528545172)
Box Elder,40.9063995506,-74.0261871087,POINT (-74.0261871087 40.9063995506)
Box Elder,56.782469,39.535564,POINT (39.535564 56.782469)
Box Elder,37.4707225347,-82.5428500558,POINT (-82.5428500558 37.4707225347)
Box Elder,42.4526440083,-71.0220774524,POINT (-71.0220774524 42.4526440083)
Box Elder,35.7567455527,-78.5334932619,POINT (-78.53349326190001 35.7567455527)
Box Elder,39.19792325,-87.3012490833,POINT (-87.30124908329999 39.19792325)
Box Elder,43.517221422,-80.234867558,POINT (-80.234867558 43.517221422)
Box Elder,37.7240201,-84.2836735,POINT (-84.28367350000001 37.7240201)
Box Elder,40.9018703056,-83.9087623889,POINT (-83.9087623889 40.9018703056)
Box Elder,41.57682745,12.94826254,POINT (12.94826254 41.57682745)
Box Elder,53.3524169922,83.5815124512,POINT (83.5815124512 53.3524169922)
Box Elder,49.84852167,-97.11811117,POINT (-97.11811117000001 49.84852167)
Box Elder,43.97336916,-79.19368165,POINT (-79.19368165 43.97336916)
Box Elder,43.3520279825,-89.6518798639,POINT (-89.65187986390001 43.3520279825)
Box Elder,39.0215151105,-76.9998561033,POINT (-76.9998561033 39.0215151105)
Box Elder,39.453802256,-80.9430598285,POINT (-80.9430598285 39.453802256)
Box Elder,42.521545,-76.5797966667,POINT (-76.57979666670001 42.521545)
Box Elder,43.7083073056,-90.5844766667,POINT (-90.5844766667 43.7083073056)
Box Elder,40.6669339109,-111.8831889527,POINT (-111.8831889527 40.6669339109)
Box Elder,43.0263743643,-76.1151447148,POINT (-76.1151447148 43.0263743643)
Box Elder,44.303841996,-78.3084484655,POINT (-78.30844846550001 44.303841996)
Box Elder,41.379190467,-82.1081924715,POINT (-82.1081924715 41.379190467)
Box Elder,52.8654179219,-118.0749683085,POINT (-118.0749683085 52.8654179219)
Box Elder,44.7393401358,-81.2896350325,POINT (-81.2896350325 44.7393401358)
Box Elder,41.3790489268,-82.0191198495,POINT (-82.0191198495 41.3790489268)
Box Elder,53.3458540308,83.6938806924,POINT (83.6938806924 53.3458540308)
Box Elder,43.802752822,-79.2250487341,POINT (-79.2250487341 43.802752822)
Box Elder,35.4472434257,-94.4455831252,POINT (-94.4455831252 35.4472434257)
Box Elder,41.9876384906,-88.6709406726,POINT (-88.6709406726 41.9876384906)
Box Elder,44.84579947,-107.35163946,POINT (-107.35163946 44.84579947)
Box Elder,37.5327925196,-77.4716313556,POINT (-77.4716313556 37.5327925196)
Box Elder,41.68686667,-81.30986167,POINT (-81.30986167 41.68686667)
Box Elder,42.03745283,-74.1188055,POINT (-74.11880549999999 42.03745283)
